title,description
The Pig Who Sang to the Moon : The Emotional World of Farm Animals,"The author examines the complex emotional lives of barnyard creatures,
exploring evidence of such feelings as love, friendship, and sadness,
and draws on his own observations to reveal the intelligence and
emotions of these animals."
MY TEACHER FRIED MY BRAINS (RACK SIZE) (MY TEACHER BOOKS),"Duncan Dougal needs to find out which of the four new teachers in his
school is an alien."
The California Trail (The Trail Drive),"After hard years of ranching, Gil and Van Austin, two Texas brothers,
are eager to sell their well-grazed longhorns in California, and they
set out on their journey, encountering Indian attacks, outlaw trouble,
and brutal Mother Nature ..."
"The Science of Words (Scientific American Library, No 35)","Examines the three facets of words: sound, concept, and syntactic
role, and discusses the deciphering of an ancient language, generative
grammar, and the lexical process in the brain"
"David, we're pregnant!: 101 cartoons for expecting parents","If you are nervously wondering what to expect during the nine months
of pregnancy, this collection of cartoons is for you."
"Wizards Don't Wear Graduation Gowns (Adventures of the Bailey School Kids, 45)","Convinced that the new assistant principal is in fact a wizard with
plans to turn everyone at graduation into an animal, Howie, Eddie,
Melody, and Liza investigate."
A Marriage of Convenience,"Hoping to find titled husbands for her marriageable sisters, lovely
and wealthy widow Sophia Ashley enters into a marriage of convenience
with the Earl of Leyburn, a notorious rake and impoverished
aristocrat, never expecting to fall in ..."
Taking Time Off: Inspiring Stories of Students Who Enjoyed Successful Breaks from College and How You Can Plan Your Own,"Relates the experiences of college students who took time off to
explore other opportunities and offers advice on travel, work, and
study options"
Doctor Zay,"This nineteenth-century novel documents the social history and
ideology of middle-class women in the United States seeking both
professional work and traditional marriage"
Testigo En La Sombra,"Mary Higgins Clark está considerada la reina del suspenso y la
intriga. La publicación original de Testigo en la sombra alcanzá el
primer puesto en la lista del New York Times."
Transmitter Hunting,"Explains the principles of radio direction finding, tells how to build
directional antennas, and looks at search and rescue applications and
hunting games"
Motherhood: A Keepsake Book With Illustrations and Quotes,"These lovely books offer charming color illustrations and ample space
for recording personal thoughts and dreams."
Jamaica's Find,"A little girl finds a stuffed dog in the park and decides to take it
home."
Bunny Trouble,"Ralph is one soccer-loving bunny. But when his soccer high jinks
almost land him in the farmer1s stewpot, he discovers the needs the
help of his brave sister - and lots of Easter eggs - to get him safely
home again."
"Survivor, die Ã?Â?berlebende.",Eine unerklärliche Flugzeugkatastrophe.
Rings of Truth,"In Rings of Truth Jim Britt combines a unique blend of Ancient Truths
with modern, practical applications, delivering to readers a heart-
touching and soul-stirring story of awakening and unfoldment."
Every Quilt Tells a Story: A Quilter's Stash of Wit and Wisdom,"With her trademark charm and wit, Helen Kelley draws readers in as she
discusses the joys of creativity, the challenges of repairing errant
stitches, and the pleasures of friendships."
"Crocheting in Plain English : Easy-to-follow lessons in patterns, Sensible solutions to nagging problems, The only book any crocheter will ever Need.","Commonsense advice on all aspects of crocheting ranges from the basics
for beginners to perfecting techniques for the advanced crocheter, and
from selecting threads and yarns to blocking, cleaning, and storing
crocheted articles"
The Prophet Muhammad,"Barnaby Rogerson provides an accessible life of the founder of a world
empire, a new civilization and the author of the Koran: the prophet
Mohammed."
Break Up or Break Through,"A warm and accessible guide to creating and maintainng long-term
relationships for gay and lesbian couples, written by a
psychotherapist with 16 years of couples counselling."
The Reluctant Marchioness (Historical Romance: Regency),"Julian Stapleford is confounded when his estranged wife reappears
after an eight-year absence."
Marking the Sparrow's Fall: Wallace Stegner's American West,"Presents a collection of essays, including fifteen published for the
first time, along with the novella &quot;Genesis&quot;"
The Tarot Guide to Love and Relationships,"Through sample spreads, this new book teaches Tarot enthusiasts to use
their readings to solve the conflicts and problems inherent in all
close relationships, whether they are with romantic partners, friends,
or family."
The Japanese Cult of Tranquillity,"Teaches us that the Japanese culture owes its admirable ability to
preserve inner tranquility in the in the midst of the clamor of life
to spiritual training."
Hamlet - Arden Shakespeare : Second Series - Paperback (The Arden Shakespeare),"This edition of Hamlet provides, a clear and authoritative text,
detailed notes and commentary on the same page as the text, a full
introduction discussing the critical and historical background to the
play and appendices presenting sources ..."
Sa Femme: Or the Other Woman,"Involved in an affair with a married man, Claire becomes obsessed with
physical evidence of their affair and wonders about his wife"
Believe in Yourself,"&quot;Believe in Yourself&quot; shows readers how to take control of
their lives and turn stumbling blocks into stepping-stones."
The Riddle of the Titanic,An astonishing reassessment of a disaster that shook the world
Medical Mysteries: Six Deadly Cases,"The illegitimate daughter and the slave of Thomas Jefferson, Harriet
Hemings must choose whether to flee from the only home she has ever
known or stay and remain a slave. Reprint. VY. AB."
The Cold Moons,"Life is ideal for the badgers in their golden valley until the day the
alarm is sounded: their homeland is doomed, for man is coming."
The Second Rape: Society's Continued Betrayal of the Victim,"Discusses the subtle way in which victims encounter a second rape by
the people who are suppose to help the individuals overcome the trauma
of the first rape"
"Seldovia Sam and the Very Large Clam (Seldovia Sam, 1)","Clam digging with his father, Sam gets stranded on a small island
while searching for the biggest clam he can find."
The Power of Silence,"Don Juan is back, working miracles and playing practical jokes,
seeking the wisdom of the warrior, and teaching it by means of
riveting stories that are both magic and art"
"What If We Fall In Love? (Destiny, Texas) (Silhouette Romance, No. 1572)","What If We Fall In Love? by Teresa Southwick released on Jan 25, 2002
is available now for purchase."
Islam,"Covers the first one thousand years of Islamic history and culture,
from the revelation of Muhammad to the Islamic empires."
Love Must Be Tough,"Supplies guidance on avoiding divorce by transforming a deteriorating
marriage into a healthy, loving, and respectful relationship"
Ghost Pilot,"Ian Lamont is haunted by recurring dreams of his father, Peter Lamont,
a British pilot who died under mysterious circumstances in World War
II"
The Dream Illuminati: Vimana Conspiracy,Nobody quite knew what to make of them.
Summer Nights,"At the end of the summer Anne, Kip, Beth, Emily, and Molly decide to
have one last party before they all leave for their separate jobs and
schools."
Survivors: Stories and Strategies to Heal the Hurt,"Through the stories of four ordinary people, this book presents nine
proven strategies to help emotionally despairing individuals through
their plights."
Lamps of Courage: Four Novellas Honoring the Valor of Nurses Who Served Both God and Country,"When life seems most hopeless, Lucy Danielson starts a journal and
collection of letters By Dim and Flaring Lamps."
Once upon a Dream,"The master of Kincaid Hall, Raphael Manderville invites the widowed
Lady Somerville and her daughters to a London ball, where a mysterious
beauty appears who, it turns out, is the rightful owner of his estate.
Original."
Marking Time,"Discusses the relationship of depression, addiction, and other
psychological disorders to temporal imbalance, a lack of perspective
on past, present, and future and an anxiety about what lies ahead"
Golf: A Woman's Guide,"Well done! This book is a must-read for all women getting into
golf..&quot; --Dana Rader, &quot;Golf Magazine&quot; Top 100
Instructor, owner, Dana Rader Golf School, Charlotte, North Carolina."
"The Virtual Community: Homesteading on the Electronic Frontier, revised edition","Howard Rheingold tours the &quot;virtual community&quot; of online
networking."
"Striper Assassin (Shadowrun, 5254)","The lethal Asian assassin and kick-artist known as Striper comes to
Philadelphia on a mission of revenge, but she finds that she might not
be the only powerful predator roaming the streets. Original."
FOUNDLING,"Dani, an abandoned young girl raised by nuns, develops the power to
start fires, control nature, and manipulate people"
Reluctant Lovers,"Besieged by marriage proposals from the love-starved men of
Breckenridge, Colorado, newcomer and widow Kat Fitzgerald decides to
act as matchmaker between her admirers and the women arriving from her
old hometown. Original."
On My Honor (Yearling Newbery),"Joel dares his best friend, Tony, to a swimming race in a dangerous
river."
The Wonderful World of Seals and Whales (Books for Young Explorers),Text and photographs present information about seals and whales.
Prophet,"With all of humanity frightened by her powers of prophecy, and a paid
assassin known as the Iceman determined to kill her, Penelope Bailey
hides on an obscure planet. Original."
"Comp Gde Symptom 2pa (Complete Guide to Symptoms, Illness, & Surgery)","With up-to-date information on new medical therapies, drugs, and
surgeries--like hip replacement and laser eye correction---this
authoritative guide features: * Signs &amp; symptoms * Illnesses &amp;
disorders * Illustrated surgeries * Health ..."
The Comforts of Madness,"Inhabiting the twilight world of the catatonic, Peter--as revealed
through interior monologues--prefers not to participate in life,
although his intelligence and sensitivity are clearly demonstrated in
his honest and unself-pitying attitude"
Of Love and Dust,"A Black, who seeks revenge against his oppressive white employers, is
doomed when he breaks the most honored rule of love in the South"
Lake Desire,"He discovers the stories of love, regret, and the power of
forgiveness, of finding self-worth, happiness, and the awareness of
our own magnificence."
Cinderella Story: My Life in Golf,"The popular actor and comedian describes his lifelong love affair with
golf as it reflects his odyssey from a youthful caddy on a public golf
course to a world-renowned entertainer and participant in
international celebrity pro-am golf ..."
Tail of Two Murders,"Introducing Jackie Walsh and her crime-solving shepherd, Jake."
"The Princess and the Pea (Loveswept, No 589)","Convinced that the only cure for her insomnia is the four-poster bed
she had slept in one childhood summer, workaholic Melisande Lanier
heads for Alabama to buy the bed from its current owner, handsome
Cameron Tate"
Lake Effect,"A bittersweet memoir of friendship describes growing up on the Great
Lakes in an affluent suburb on the north shore of Chicago and the
unforgettable relationship forged in adolescence that shaped and
transformed his life and reexamines that ..."
The Disney Bakery : 30 Magical Recipes,"Includes recipes and step-by-step instructions for making thirty
desserts based on Disney stories, including &quot;The Lion King,&quot;
&quot;Cinderella,&quot; &quot;101 Dalmatians,&quot; and &quot;Beauty
and the Beast.&quot;"
"Digital Photography for Dummies, Fourth Edition","Your fun and easy guide to the world of digital photography Digital
cameras just keep getting better - and cheaper. But where do you
begin? In this friendly guide, Julie Adair King delivers just what you
need."
Holocaust Museum In Washington,"Recounting the making of the United States Holocaust Memorial Museum
in Washington, D.C., a photographic tribute chronicles its planning
and construction, exhibit selection process, admittance of the first
visitors, and role in education."
"3,500 Good Quotes for Speakers","A selection of aphorisms, adages, axioms, epigrams, observations, and
witticisms from a wide range of sources and addressing hundreds of
topics"
The Complete Idiot's Guide(R) to Power Yoga,"Describes a new approach to yoga designed to improve fitness and
demonstrates a variety of poses and movements"
The Boy Who Lived With the Seals,"A lost boy who has grown up in the sea with seals returns to his tribe
but is strangely changed."
A Vow of Silence,"When one nun dies in a bizarre accident and another disappears, hushed
whispers of virgin sacrifice, Mother Goddess worship, suicide, and
murder spread among the Sisters at Cornwall House convent and Sister
Joan is sent to investigate"
Area 51: The Reply,"In the sequel to Area 51, scientist Lisa Duncan and Special Forces
officer Mike Turcotte uncover the truth about an army training base in
Nevada, where the government awaits the return of extraterrestrials
and possibly the end of humankind."
Encyclopedia of the Occult,"A delight for devotees of the weird and the strange, and a valuable
resource for students of mythology and the evolution of scientific
thought, this important volume is at home in the libraries of all book
lovers."
Death Wore a Smart Little Outfit,"Doan McChandler, San Francisco drag queen and unlikely sleuth, and his
lovely sidekick, Binky, journey into the glamorous world of the San
Francisco art scene to investigate the murders of a series of artists.
Original."
Healing With Love: A Physician's Breakthrough Mind/Body Medical Guide for Healing Yourself and Others : The Art of Holoenergetic Healing,"A physician offers a practical program for engaging inner energies to
facilitate healing"
"The Olive Farm: A Memoir of Life, Love and Olive Oil in the South of France","The author describes how she and her husband purchased an abandoned
olive farm in the south of France and how their hard work transformed
it into a thriving, productive farm, bringing new peace and meaning
into their lives."
This is Cannabis,"In this powerful and illuminating new series, a team of journalists
has been commissioned to analyze and comment on the major substances
that are seen by society as addictive and ultimately bad for our
health."
"Wakening (A Gripping Thriller Published for Halloween, The Wakening Is for 8-11 Year Olds, in the Tradition of Robert Swindells. A Young Boy, Haunted by the Fig)","Sam is scared, each night he has a recurring dream that he is going to
the same dark forest."
Harry Potter and the Chamber of Secrets,"Witchcraft, wizardry - fiction."
Complete Guide to Psychotherapy Drugs and Psychological Disorders (Serial),"A detailed, easy-to-use handbook provides valuable information on more
than ninety generic and four hundred brand-name psychotherapeutic
drugs, including side effects, interactions, dosages, and usage
options, along with profiles of thirty ..."
"The Burning Time (Shadowrun, 40)","Roy Kilaro dreams of becoming an elite corporation operative until a
routine business trip to Boston leaves him caught between a group of
anti-elven terrorists known as the Knights of the Red Branch and a
sorceress seeking revenge."
At Play in the Fields of the Lord,"At an outpost in the South American jungle, conflict erupts between
two misplaced outsiders--Martin Quarrier, who has undertaken a mission
to convert the local Indians to his own form of Christianity, and
Lewis Moon, a mercenary out to kill ..."
"Over Dose: The Case Against the Drug Companies: Prescription Drugs, Side Effects, and Your Health","An associate professor of Family Preventative Medicine takes on the
pharmaceutical industry, arguing that the &quot;acceptable&quot; side
affects of many drugs are in fact unnecessary and dangerous. 25,000
first printing."
Pack of Two: The Intricate Bond Between People and Dogs,Caroline Knapp has been celebrated as m
Free-Wheelin': A Solo Journey Across America,"Relates the experiences and observances of the author as he bicycled
through seventeen states, spanning 5,400 miles"
Murder on the Lusitania,"When George Porter Dillman, private investigator, agrees to pose as a
passenger on the maiden voyage of the Lusitania, he expects to deal
with a few petty crimes, not a dead body and a secret that could rock
the ship."
What's Wrong? : Explicit Graphic Interpretations Against Censorship,"An anthology of adult-themed comic artwork that epitomizes the kinds
of comic art often censored or banned."
My 1st Book of Fire Trucks (A Golden Little Look-Look Book),"Describes early fire-fighting techniques and the different trucks used
to save lives and property today."
Alexandria: In Which the Extraordinary Correspondence of Griffin & Sabine Unfolds,"As Matthew Sedon, an Egyptologist, and Isabella de Reims, a student in
Paris, struggle to make sense of their feelings and a world beyond
their experience, Griffin Moss and Sabine Strohem come to their aid,
in an imaginative new addition to ..."
Good News for a Change: How Everyday People are Helping the Planet,"A practical guide for bringing about planetary change shares stories
of ordinary people who managed to make a dent in big problems, such as
Third World villages experimenting in participatory democracy.
Original. 20,000 first printing."
Temari: A Traditional Japanese Embroidery Technique,"Twenty-two illustrated step-by-step projects for finishing the outside
complete the book....An excellent and beautifully illustrated guide
and is highly recommended for all crafts collections.”—Library
Journal."
Off to the Side: A Memoir,"The novelist and poet chronicles growing up in Michigan during the
Depression and Second World War, his love of literature, his career as
a screenwriter and author, and the obsessions that have shaped his
life."
Apt and Amusing Quotations,"Here are over 1500 apt and amusing quotations which Geoffrey Lamb has
skilfully and enthusiastically drawn together by topic from A to Z."
"Southern New England: Connecticut, Massachusetts, Rhode Island (State Reports)","Discusses the geographical, historical, and cultural aspects of
Connecticut, Massachusetts, and Rhode Island."
Requiem,"A boy miraculously cured of mental retardation grows up to become a
master violinist while hiding the secret of his transformation--the
possession of his body by a malevolent spirit. Original."
Pond,"Inside the book there are 101 sealed envelopes - 50 Sealed Secret
Seductions For His Eyes Only and 50 For Hers. Once a week, you and
your lover each pick a page and tear it out of the book."
Greenmagic,"Sentenced to a life of slavery for killing a noble, Dheribi has a
chance to overturn his sentence if he can overthrow the rival city,
but Dheribi has other plans--to harness the power that is his
birthright. Original."
Zen Runes Kit: An Inspirational Combination of Rune Wisdom and Zen Insight,"Runes are an ancient method of divination first used by the Vikings
and other pre-Christian societies."
The Kinsman Saga,Hero or Killer?
"The Penguin Atlas of Food: Who Eats What, Where and Why","A study of food consumption around the world looks at the ways in
which the food chain is influenced by natural disasters, changing
lifestyles, historical events, and the poltical economy."
Fortress of Owls,"And he is about to do battle once more. . . . Rich with magic,
intrigue, and adventure, this high fantasy series from the acclaimed
C. J. Cherryh brings to life an enchanting world as real as, yet far
more wondrous, than our own."
They Sought a New World: The Story of European Immigration to North America,"Describes the experiences of European settlers making new lives for
themselves in North America"
Damaged (Five Star First Edition Mystery Series),"The collection of essays, accompanied by statements on methodology by
the editors, offers an accessible introduction to current art-
historical practice.Elizabeth L. Sears is Associate Professor of the
History of Art, University of Michigan ..."
The Painted Bird,"A young boy, abandoned by his parents during World War II, wanders
alone from one village to another in Nazi-occupied Eastern Europe."
The Mountains of Majipoor,"Exiled to the borderlands of Majipoor, Prince Harpirias grasps at his
only hope for redemption in a dangerous rescue mission beyond the nine
Guardian mountains, where a party of paleontologists has been captured
by a primitive tribe. 25,000 ..."
Forced Exit: The Slippery Slope from Assisted Suicide to Legalized Murder,"A thought-provoking study of euthanasia and the &quot;right to
die&quot; debate argues that the use of euthanasia in a profit-driven
health-care system will lead to legalized killing and offers positive
alternatives to assisted suicide. 50,000 first ..."
"Liaison/the Gripping Real Story of the Diplomat Spy and the Chinese Opera Star Whose Affair Inspired \M. Butterfly\""""","The story behind the Broadway play M. Butterfly chronicles the strange
love affair between a French diplomat in Beijing and a mysterious
opera singer, a liaison in which the Frenchman is unaware that his
lover is a man. 30,000 first ..."
Dinosaurs!: Strange and Wonderful (Picture Puffins),"Describes different kinds of dinosaurs, and how paleontologists study
them."
"Stay on Your Toes, Maggie Adams","Although nineteen-year-old Maggie Adams is ready to become a full-time
member of the ballet company, a jealous ballerina and a temperamental
director are ruining her chances and her boyfriend is pressing for
marriage."
Sanctuary: The Path to Consciousness,"Jane, diagnosed with terminal cancer, and getting worse with each new
course of chemotherapy, sets off on a journey to find him. She
discovers a place where she and others explore and alter their
Energetic Matrix® or spiritual essence."
"Labyrinths: Robert Morris, Minimalism, and the 1960s","Om den amerikanske billedhugger, som er en af de ledende
repræsentanter for minimal art"
Approaches to Canadian Economic History: A Selection of Essays,"Focusing mainly on the staple theory, this collection of essays
clearly shows the impact the great staple trades from cod and fur to
newsprint and oil had upon Canadian history."
24 Hours,"Seventeen-year-old Ellis has just graduated from prep school. In the
next 24 hours, he will find an old friend, shave his head, get a
tattoo, and help rescue a kidnapped baby."
Winter in the Heart,"With his life hanging in the balance, W.T. Halvorsen tells a jury
about a corrupt oil company dumping waste on an innocent community
W.T. Halvorsen, an innocent man, is being scapegoated for the crimes
of the rich and the mighty."
"A Treasure of Tips to Amuse a Child: Crafts, Hobbies and Creative Ideas for the Child from Six to Twelve","Describes activities for children involving crafts, hobbies, science,
nature lore, and ideas for convalescence or travel"
Tom Clancys Special Net Force 1. Todesspiel.,Ein Computerspiel im Internet begeistert im Jahr 2025 zahllose Fans.
Erika. Oder der verborgene Sinn des Lebens.,"Betty, a woman from Berlin, travels with a newly purchased Christmas
gift, a stuffed pig she names &quot;Erika&quot;, to visit her ex-
boyfriend in Lugano."
"House Harkonnen (Dune: House Trilogy, Book 2)","The Sisterhood are unaware of this threat as they prepare to culminate
the work of centuries in the creation of a god-child who will sweep
away emperors, houses, and history"
DEAD OF NIGHT : A NOVEL,"Lawyer/private eye Charlie Morrell returns in a new thriller. His
mission this time: track down a santero who heads a cult conducting
ritual human torture and sacrifice in Southern California and Mexico."
Jane Applegate's Strategies for Small Business Success,"From the author of Succeeding in Small Business, comes an essential
guide for the entrepreneur, tackling such key issues as how to boost
sales through an innovative three-step marketing plan; how affordable
technology can increase your ..."
Just a Daydream (Golden Look-Look Books),"Little Critter daydreams about what he would do to the local bully if
he were Super Critter."
Tea With Friends,"Provides menus and party ideas for each month of the year with tips on
table settings and how to make the perfect cup of tea Tea with Friends
offers an occasion to celebrate, any time of the year."
New Penguin Bk Guardian Cross 10 (Penguin Crosswords),A tenth collection of The Guardian cryptic crossword puzzles.
The SECRET BEDROOM (FEAR STREET ) : THE SECRET BEDROOM,"Lea Carson discovers the secret of the creepy room in the attic of her
house on Fear Street."
Dancer's Illusion,Rheba survived the inferno that consumed her planet.
Blutspur.,"Elizabeth was intelligent, beautiful and the daughter of a rich and
powerful father. At his death she took over his global empire. But
someone had decided she must die."
Captive Heart (Trade Winds),"When Devora is told that she must marry a Spanish don instead of her
beloved Edward, her desperate search for Edward leads her to
mysterious stranger."
The Adventures of Captain Underpants: An Epic Novel (Captain Underpants),"Captain Underpants, the former school principal turned crime-fighting,
wedgie-dodging superhero, uses his wacky talents to outwit the evil
Dr. Diaper. By the author of the Dumb Bunnies series. Simultaneous."
Windswept,"The hurricane that devastates nineteenth-century Galveston suddenly
brings together beautiful Mara Ashworth, a fabulous success in the
world of high fashion, and rich, handsome John Halloran, a Texan sworn
to let no woman have his love"
Rebel Heart,"Unbeknownst to her cruel Loyalist Uncle, Michaela has been helping the
American cause, and when enigmatic sea captain Rein Montgomery
discovers that she is the spy the English are desperate to find, he
kidnaps her to save her life, and they ..."
The Homicide Report,"When her long-estranged father is charged with the murder of a
newspaper editor, Nell Matthews of the Grantham Gazette and her
boyfriend detective, Mike Svenson, try to prove him innocent while
staying alive themselves. Original."
"Karen's Puppet Show (Baby-Sitters Little Sister, 88)",Karen works on a puppet show at camp.
Field Guide to Reptiles and Amphibians,Identifies more than 200 species of reptiles and amphibians.
Nothing but Gossip (Lilly Bennett Mysteries),"U.S. Marshall and part-time P.I. Lilly Bennett spends the week before
her wedding solving a series of murders, the first of which occurs at
her own pre-wedding party. Reprint."
Divine Endurance,"Divine Endurance, an intelligent cat, accompanies Chosen Among the
Beautiful, a manufactured human, as she leaves the citadel to explore
the world outside"
GOING PLACES (Scribner Signature Edition),"Describes how to plan a trip, find your way around, adjust to
different time zones, find a place to stay, make the most of cultural
and recreational opportunities, and enjoy your traveling whether in
town or country."
Gunsmith Cats: Return of Gray,Gunsmith Cats
Al paso alegre de la paz,Humoristisk roman.
The Twenty-Something Guide to Creative Self-Employment: Making Money While Keeping Your Freedom,Advice on creative self-employment and a f
"Language Contact, Creolization, and Genetic Linguistics","Ten years of research back up the bold new theory advanced by authors
Thomason and Kaufman, who rescue the study of contact-induced language
change from the neglect it has suffered in recent decades."
Witchfire,"Blending thriller fiction with mythology, Lauren Maddison adds in some
murder and builds the story to a heart-pounding conclusion."
Die Zauberin von Ruwenda.,"Wenn die Prinzessinnen Haramis, Kadiya und Anigel nicht für Ruwenda,
das Königreich der Zauberin Binah, kämpfen, dann ist das Reich der
Schwarzen Lilie verloren."
"Rockhound and Prospector's Bible: A Reference and Study Guide to Rocks, Minerals, Gemstones and Prospecting (Prospecting and Treasure Hunting)","Reference and study guide to rocks, minerals, gemstones and
prospecting. Describes mineral and gold locations in geological terms.
Illustrated throughout with charts and tables."
"Putt Like the Pros : Dave Pelz's Scientific Guide to Improving Your Stroke, Reading Greens and","Putting has often been described as an art, but the author of this
book, by trade a physicist, has analyzed it as never before, using
scientific principles."
The Witches' Goddess: The Feminine Principle of Divinity,"This book is of great practical value in discovering and celebrating
the transforming energy of the Feminine Principle of Divinity."
Ilocano: Ilocano-English/English-Ilocano Dictionary and Phrasebook,"The aim of this dictionary and phrasebook is to assist the student or
traveler in expanding his or her knowledge of the language and culture
of the Philippines. * Introduction to basic grammar * Pronunciation
guide * Ilocano-English / ..."
First Son : George W. Bush and the Bush Family Dynasty,"Written with precision, verve, and fair-minded balanace,First Sonwill
be the political story of 2000--the eye-opening tale of a natural-born
politician. From the Hardcover edition."
Never Out of Season: A Timeless Guide to Building Your Wealth,"An easy-to-understand guide to investing for investors of any age or
financial status helps identify financial problems and formulate an
investment strategy, and teaches a &quot;balanced risk&quot; approach"
Till the End of Time,"Tired of the urban rat race, Elizabeth Fitzgerald purchases an old
hotel in Sapphire, Montana, only to discover that her new property is
a crumbling, old ruin, haunted by the spirits of lovers wronged by
fate, and turns for help to handsome ..."
Sacred Drumming,"Take a guided tour from a writer who grew up and studied on Native
American reservations and join those throughout the world—from Siberia
to South America, Australia to Africa—who venerate the drum for its
healing and celebratory powers ..."
Storming Heaven's Gate: An Anthology of Spiritual Writings by Women,"These 61 works, by and for women, give voice to the female force in
spirituality today. With anger, irony, nostalgia, humor, and cries of
joy or pain they speak out about their connection to the sacred."
Ghosts (Vintage International),"A group of strangers on a day-boat are washed up on an island--the
secluded home of an eminent historian--and soon finds out that the
grounding of their boat may not have been an accident after all"
I Saw a City Invincible: Urban Portraits of Latin America (Jaguar Books on Latin America),"This volume represents some of the most enduring reflections on the
Latin American city."
Coming Home,"&quot; Her childish hope for the fairy tale &quot;happy ending&quot;
had been dashed years ago, and Jessie now ?nds herself at a
crossroads, ?ghting her last battle alone. Can she renew her faith in
a God who seemingly abandoned her?"
Lovedeath,"A collection of stories explores the relationship between eroticism
and horror and examines the mysteries of love and death in a dangerous
world"
The Functional Approach to Programming,"Advanced text on how to program in the functional way; has exercises,
solutions and code."
"In Touch Study Series,the Becoming Emotionally Whole","A unique Bible study course incorporating biblical truth, personal
insights, emotional responses, and a call to action."
A Soldier's Heart,"The wounded hero who later returns is no longer the fairy-tale knight
Serena married, and the true battle of hearts begins, for now they
must weave a new beginning. Original Regency Romance."
The Random House Crossword Puzzle Dictionary,"THE RANDOM HOUSE CROSSWORD PUZZLE DICTIONARY MORE THAN 700,000 CLUES
AND ANSWER WORDS!"
"The Positive Thinker's 10 Commandments: For a Happier, Healthier, More Successful You","The renowned motivational speaker outlines the ten commandments for
living a better, more satisfying life."
Realistic Collage: Step by Step,"Introduces collage tools, materials, and techniques, and provides
demonstrations for a variety of landscapes and abstracts"
How to Save the Catholic Church,"Offers recommendations for a renewal of the Catholic Church in
America, addressing issues of worship, parish life, the arts, family
life, and sexuality"
The Source: A Guidebook of American Genealogy,"Identifies and describes genealogical research materials and offers
assistance in using the data"
"The Mystery in San Francisco (Boxcar Children Mysteries, 57)","While sightseeing in San Francisco, the Boxcar children uncover a
mystery involving fishing boats and sabotage."
A Life in the Arts: Practical Guidance and Inspiration for Creative and Performing Artists (Inner Work Book),"Examines the unique emotional, psychological, and career challenges
facing those who choose a life in the arts and offers practical advice
for meeting those challenges successfully"
Through Alien Eyes,"Two members of an alien species are faced with a desperate and
dangerous struggle for survival on a strange planet called Earth, in a
new science fiction novel by the author of Virtual Girl. Reprint."
"Uneasy Alliances (Thieves World, Bk 11)","After the war, most of the citizens of Sanctuary want only to put
their lives back together, but others are taking the opportunity to
seek revenge"
Badlands Heart  (Badlands),Kitty Conover was in for the surprise of her life ...
"In Love With Her Boss (Montana Mavericks) (Silhouette Special Edition, No. 1441)","In Love With Her Boss by Christie Ridgway released on Dec 25, 2001 is
available now for purchase."
Dafne Desvanecida (ColecciÃ³n Ancora y delfÃ­n),&quot;Me he enamorado de una mujer desconocida.
DK Pockets: Cats,"Describes the characteristics and behavior of cats, shows a variety of
both domestic and wild breeds, and includes information on caring for
a cat as a pet A new generation of illustrated pocket
books.Systematically organized for easy ..."
Talons of Eagles,"The Greatest Western Writer of the 21st Century From bestselling
novelist William W. Johnstone, author of the acclaimed Mountain Man
and Ashes series, comes Talons of Eagles, the third book in his
extraordinary epic saga of the American ..."
The Brain,"This lavishly illustrated companion to the PBS series examines the
structure, functions, and mysteries of the human brain, addressing
such specifics as consciousness, perception, the subconscious,
learning, memory, and brain disorders"
Aphrodite: A Memoir of the Senses,"A work combining personal narrative and erotic lore offers recipes,
poems, stories, paintings, and anecdotes focusing on the sensuality of
food"
Barbarians to Bureaucrats: Corporate Life Cycle Strategies/Lessons from the Rise and Fall of Civilizations,"Identifies the many roles within companies that are taken up by
workers--including &quot;barbarians,&quot; &quot;Builder,&quot;
&quot;Prophet,&quot; and &quot;Synergist&quot;--and shows the
qualities needed to perform in these roles that can strengthen
corporate growth"
The Robots of Dawn,"Intrepid sleuth Elijah Baley embarks on a mission to the planet Aurora
to find the killer of a humaniform robot"
The Book of Seven Truths: A Tale of Hope and Restoration,"A spiritually uplifting work, &quot;The Book of Seven Truths&quot;
speaks to the enduring powers of faith and demonstrates the true
meaning of generosity and forgiveness."
Steps in Time,"Fred Astaire allows us to see through the effortless balletic
exuberance."
"Triss (Redwall, Book 15)","Parallel runs the tale of two young scamps, the hare Bescarum and the
badger Sagaxus, who leave the Fortress of Salamandastron and set off
on board ship in search of adventure."
Vengeance of the Black Donnellys: Canada's Most Feared Family Strikes Back from the Grave,"It tels the harrowing tale of what happened after the massacre of the
hated Donnelly family of Lucan, Ontario."
Women and Aging: An Anthology by Women,"Gathers essays, poetry, fiction, diaries, art, and photographs dealing
with the lives of older women"
Final Payments,"After spending eleven years caring for her bedridden father, thirty-
year-old Isabel Moore finds that, with his death, she must make a new
life for herself."
Postmortem,"Dr. Kay Scarpetta, the chief medical examiner in Richmond, Virginia,
is determined to stop a serial killer responsible for a gruesome trail
of stranglings but has difficulty finding out what the victims had in
common, an investigation ..."
A Second Chance at Love (Arabesque),"Fiftysomething Toni Shaw is enjoying life, with two grown daughters on
their own and a new novel in the stores, until Charles Waters, the
father of her children, suddenly reappears in her life, asking her to
marry him. Original."
