title,description
Scarlatti Inheritance,Her weapons: Money and Power.
"The Best of Bombeck: At Wit's End, Just Wait Until You Have Children of Your Own, I Lost Everything in the Post-Natal Depression",A treasury of works by America&#39;s favorite humorist.
Your Performing Edge : The Complete Guide to Success and Fulfillment in Sports and Life,9
The Fraternity,"New fraternity pledges at a small Alabama college surrender their
humanity to a brotherhood of evil in this terrifying tale of two
fraternity houses engaged in an immortal, bloodthirsty rivalry.
Original."
Lust: Four Letters. Infinite Possibilities.,9
Sole Survivor,"Aching from his loss, Joe is unable to work, or to think... unable to
do anything but grieve, and wait for his own death. Then Joe meets
Rose, a woman who claims to be the crash&#39;s sole survivor."
Things Not Seen,"When fifteen-year-old Bobby wakes up and finds himself invisible, he
and his parents and his new blind friend Alicia try to find out what
caused his condition and how to reverse it."
Hermann Hesse: A Pictorial Biography,9
Carreteras secundarias (Narrativas hispÃ¡nicas),"A nostalgic novel about the journey through life of Felipe and his
father, always traveling by cities near the sea. One day, they
don&#39;t see the see anymore. A novel with an adecuate dosis of
learning and tenderness."
Feast Your Eyes: The Unexpected Beauty of Vegetable Gardens,"Captivating and inspiring, this book will appeal to anyone who ever
tried to grow something and eat it.&quot;--Dean MacCannell, author of
The Tourist"
Domesticity: A Gastronomic Interpretation of Love,9
The Case of the Missing Mother: Starring Jim Henson's Muppets,9
Gaudi: 1852-1926 : Antoni Gaudi I Cornet-A Life Devoted to Architecture (Big Series : Architecture and Design),"This book provides a detailed description of Gaudi the man and his
work."
Earthsearch: A Kids' Geography Museum in a Book,9
"Finish the Story, Dad","Vexed that her father has not finished reading her bedtime story, Ruby
dreams of a host of jungle animals, who do not read to her but help
transport her on her quest."
The Cat Who Knew a Cardinal,9
Charles Darwin: Evolution (The Scientists Who Have Changed the World),9
Oh!,"Presents the entertaining adventures of Cleveland, an eccentric
billionaire retired from his soda pop and miniature golf course
empire, and the rest of his absurd and unusual family"
PalmPilot: The Ultimate Guide (First Edition),9
Presentations: Proven Techniques for Creating Presentations that Get Results,"Tells how to prepare for various types of presentations, and discusses
charts and graphs, meetings, public speaking, and answering questions."
"Silent Dances (Starbridge, No 2)","Deaf since birth and able to withstand the ear-shattering sonic cries
of the Grus, Tesa is an ideal choice for ambassador to their planet,
but other alien forces want to destroy the Grus and Tesa must make
peace with them and save the ..."
Colleen,"Colleen&#39;s search for an inner peace is shattered by a storm which
destroys her oceanside house and her beloved paintings."
The Heir,9
Baffling Whodunit Puzzles: Dr. Quicksolve Mini-Mysteries,"Dr. Jeffrey Lynn Quicksolve, professor of criminology, visits more
than forty crime scenes in order to identify the guilty parties."
Art Afterpieces,Ward Kimball &quot;improves&quot; the world&#39;s great masterpieces.
Planet of the Apes,9
Great Irish Stories on Supernatural,9
The Unified Software Development Process,9
"Billy Graham, the Inspirational Writings: Peace with God, the Secret of Happiness, Answers to Life's Problems","Bringing together three works by Billy Graham, a collection of his
inspirational writings includes Peace With God, The Secret of
Happiness, and Answers to Life&#39;s Problems."
Tangled Dreams,9
Rebecca,"Daphné Du maurier, dans Rebecca, qui est sans doute le roman le plus
caractéristique de son talent, fascine le lecteur et l&#39;entraîne à
la découverte d&#39;inquiétantes réalités sans quitter le domaine
familier de la vie quotidienne."
Cannonball!: World's  Greatest Outlaw Road Race,"- Written By Brock Yates, featured columnist for Car and Driver
magazine- Inside information and personal reminiscences from
Cannonball creator/participant Brock Yates and participant and
legendary race driver Dan Gurney"
"Angry Marriage : Overcoming The Rage, Reclaiming the Love","A psychologist explores the potentially devastating impact of anger on
relationships, discussing six different types of marital discord in
which couples can become ensnared and how to understand and break
damaging behavior patterns."
It's a Bitsa,9
Orange Crushed : An Ivy League Mystery,"Harvard economics instructor Nikki Chase is horrified when she
discovers that the Princeton University professor who mentored her,
who had written a controversial bestseller on race, has died
suspiciously in a fire at the university."
"Millionaire'S Marriage (Wedlocked) (Harlequin Presents, No. 2220)",9
Be Full of Yourself: The Journey from Self-Criticism to Self-Celebration,9
Glimpses: A Novel,"While trying to cope with the recent loss of his father and the
emptiness of his marriage, Ray Shackleford &quot;recreates&quot;
wonderful rock-and-roll recording sessions that never happened on his
tape deck. Reprint. 10,000 first printing."
Lost in the Secret Cave (Daring Adventure),"While scuba diving off the coast of Portugal, Penny and Mark and their
friend David discover a gold smuggling ring inside an ocean cave and
find themselves in great danger as they try to evade their pursuers
through unfamiliar tunnels."
Essential Managers: Do it Now!,"The Essential Manager have sold more than 1.9 million copies
worldwide! Experienced and novice managers alike can benefit from
these compact guides that slip easily into a briefcase or a portfolio."
Humphrey Suits Himself,"Humphrey the elephant finds a trunk-full of trouble when he tries to
find a new suit. Full color."
"Adios, Chi Chi: The Adventures of a Tarantula (Young Readers Series)","This series for elementary-level classrooms serves a double purpose.
The books help develop children&#39;s reading skills, and introduce
concepts of natural science. Handsome illustrations are scientifically
accurate."
The Ambassadors (Modern Classics S.),"This complex tale of self-discovery -- considered by the author to be
his best work -- traces the path of an aging idealist, Lambert
Strether."
Mary Moon Is Missing (The Adventures of Minnie and Max),9
Tamsin,9
Una donna. Geschichte einer Frau.,9
Mi Conejillo de Indias,9
The Take-Charge Guide to Type I Diabetes,For people with diabetes who are ready to live a more healthy life.
Star Wars. EntfÃ?Â¼hrung nach Dathomir.,9
My Soul to Keep,9
Confessing Our Faith: An Interpretation of the Statement of Faith of the United Church of Christ,"This &quot;reinterpretation&quot; of the Statement of Faith adopted by
the United Church of Christ in 1959 includes a description of the
process that led to the original interpretation, and boldly indicates
where the statement expresses firm ..."
"Unleashed in Space (Super Adventures of Wishbone, No 3)",9
The Rainbow Stories,9
Teach Yourself Better Chess (Teach Yourself (Teach Yourself)),"Teaches chess strategy and tactics through seventy-five lessons
designed for players who already know the fundamentals of the game,
divided into elementary, advanced, and master sections."
Crazy Ladies,9
"Big Bird Says...: A Game to Read and Play (Step-Into-Reading, Step 2)","Sesame Street Muppet characters play a game in which they obey
commands from Big Bird."
The Autobiography of My Mother,"A seventy-year-old West Indian woman looks back over the course of her
life and examines the relationships that have given meaning to her
existence"
Feasting on the Word: The Literary Testimony of the Book of Mormon,9
LA Funcion Delta,9
How To Clone The Perfect Blonde: Using Science To Make Your Wildest Dreams Come True,"In How to Clone the Perfect Blonde, award-winning journalist Sue
Nelson and Richard Hollingham show how cutting-edge science has the
power to make all of your wildest dreams come true."
Witch of Balbriggan: A Story of Early Plymouth,9
Erotic Massage : The Touch of Love,9
The Time of Tea,9
LADIES LUNCH,"Five close women friends, an elite clique in Washington, D.C., live
charmed lives in positions of power and importance, until one of the
group mysteriously dies, ominous questions arise, and all of their
lives are changed forever. 25,000 ..."
Stretching,"Over 1000 drawings and clear, concise instructions, teach you the
right way to stretch."
The Encyclopedia of Weird,Describes examples of unusual and unexplained phenomena
White Heat,"Independent bush pilot Lyndie Anderson finds a routine job turning
into explosive passion when she is hired to fly gorgeous fireman
Griffin Moore into a raging wildfire in Copper Canyon. Original."
Making Up by Rex: Beauty for Every Age Every Woman,"Tells how to select and use makeup based on skin type, coloring, face
shape, character, and age, and explains special corrective techniques"
Five Fingers,9
Measurement and Evaluation in the Schools,9
The Silver Crown (Aladdin Fantasy),"Can Ellen ever find her family? Can she use the power of the silver
crown to thwart the powers of darkness? What diabolical force hides
inside the mysterious castle in the woods?"
Yesterday's Shadows,9
Ratner's Star (Vintage Contemporaries (Paperback)),"Summoned to decode a radio signal received from distant Ratner&#39;s
Star, fourteen-year-old Nobel Laureate William Terwilliger, Bronx
genius, has some run-ins with wild scientists, giddy researchers, and
batty schemers A mind-expanding trip to ..."
Ghost of Chance (High Risk Books),"Tells the story of Captain Mission who set up a &quot;free
pirate&quot; settlement on the west coast of Madagascar and attempted
to protect the gentle lemurs that also lived there"
One Last Kiss,"Thea Harper, diagnosed with a rare seizure disorder, has no memory of
killing Senator Gallatin, even after her trial and stay in a mental
hospital, but when she is released, the killing begins again.
Original."
A Star for Christmas,"The season sparkles in this enchanting story about a star named
Twinkle, a girl named Holly, and a special Christmas wish."
Examination of My Sole,9
Henner's Lydia,"An Amish girl living with her family on their farm in Lancaster
County, Pennsylvania, tries to finish her hooked rug so that she may
take her first trip to market with Father."
Travelling the world: The illustrated travels of Paul Theroux,"Contains extracts from: The great railway bazaar - The old Patagonian
Express - The kingdom by the sea - Riding the iron rooster - Down the
Yangtze -Sunrise with sea monsters."
Seek : Reports from the Edges of America & Beyond,"Part political disquisition, part travel journal, part self-
exploration, Seek is a collection of essays and articles in which
Denis Johnson essentially takes on the world.And not an obliging,
easygoing world either; but rather one in which ..."
The 4 Phase Man,"Two legendary operatives and former CIA colleagues--specialists in
intelligence gathering, electronic warfare, counterintelligence, and
assassination--face off against each other when the Chinese activate a
sleeper spy in the U.S. with the ..."
Nowle's Passing: A Novel,"The police assume the fatal wound was self-inflicted, but was it
really suicide? Rooted in the austere beauty of New England,
&quot;Nowle&#39;s Passing&quot; unravels its mystery and characters
with dazzling skill and genuine heart."
Sisters of Cain: A Seneca Falls Civil War Mystery,"In 1862, as the Civil War rages around them, two sisters find
themselves behind enemy lines as they investigate a baffling mystery
and try to prevent a Confederate conspiracy that threatens not only
their lives but the fate of the Union."
Escorzos (Coleccion Libros Singulares),9
The Millennium : End of Time?  a New Beginning?,"In The Millennium, noted catechist Father Alfred McBride strips away
the layers of hype and hysteria to prove that, far from being the end
of time, the year 2000 is actually a new beginning for humanity that
will culminate in the victory of ..."
"At Swim, Two Boys: A Novel",9
Illustrated History of Early Man,"The book is the story of the development of early man. Drawing on many
disciplines, notably archaeology, palaeontology, and geology, it shows
how the first hunter-gatherer groups existed in China, Java, and
Europe as well as Africa."
Help Your Child with Homework and Exams (Positive Parenting S.),9
The Phantom Tollbooth,"A journey through a land where Milo learns the importance of words and
numbers provides a cure for his boredom."
Anna Karenina (Penguin Classics),"This award-winning team&#39;s authoritative edition also includes an
illuminating introduction and explanatory notes. Beautiful, vigorous,
and eminently readable, this Anna Karenina will be the definitive text
for generations to come."
UNTIL THE END,"Follows brothers James and Kevin Bannon, who are fighting on opposite
sides of the Civil War, from the bloody aftermath of Gettysburg to the
Union conquest of Richmond, Virginia, a campaign that signals the end
of the war"
"Cold Streets (Elrod, P. N. Vampire Files.)","Vampire private detective and nightclub owner Jack Fleming takes on
Hurley Dugan, a ruthless and vengeful blackmailer who knows all-too-
much about Jack&#39;s unnatural secret and who is willing to do
anything to help members of the New York mob ..."
Cause cÃ?Â©leb',9
Pride and Prejudice (Penguin Popular Classics),9
A Dog Like Jack,"After a long life of chasing squirrels, licking ice cream cones, and
loving his adoptive family, an old dog comes to the end of his days."
The Unorthodox Murder of Rabbi Moss,9
EbÃ?Â¨ne,9
"Frankenstein (Penguin Readers, Level 3)",9
"Michelin Road Atlas to Europe, Scale 1:1,000,000",9
The Wordsworth Dictionary of Proverbs (Wordsworth Collection),9
Historia Del Kronen (ColecciÃ³n Ancora y delfÃ­n),9
No Choice but Surrender,"Lady Brienne Morrow returns to her father&#39;s mansion only to
discover that he has gambled it away."
Spieler.,9
A Brace of Skeet,9
Town Mouse Country Mouse,"After trading house, the country mice and the town mice discover
there&#39;s no place like home."
The Four Seasons,"Full-color reproductions of period masterpieces from The Metropolitan
Museum of Art combine with poetry and a critically acclaimed recording
of Antonio Vivaldi&#39;s The Four Seasons by the Philharmonia
Virtuosi, in a beautifully illustrated ..."
Java Database Programming,"Java Database Programming teaches you the critical new Java database
technologies and tools, including Sun Microsystems&#39; Java Database
Connectivity (JDBC) standard."
Reflections in the Nile,9
Dark Seeker,9
The Lord looketh on the heart,9
Overcoming Writing Blocks,"Instructs blocked writers to view complex writing assignments as a
series of more manageable steps and offers practical advice for
successful academic, business, and professional writing"
Puss in Boots (Everystory S.),"Puss in Boots wants the poor miller&#39;s son to meet and marry a
beautiful princess. How will he do this? He has a clever plan!"
Plaintext,"Essays discuss adventure, handicaps, depression, science, masculine
behavior, parenthood, human sexuality, agoraphobia, and women&#39;s
role in society"
Handbook for William: A Carolingian Woman's Counsel for Her Son (Medieval Texts in Translation),9
Organizing from the Inside Out,9
Edisto (Edisto),9
"Aftermath (Special Edition, No 525)",9
Going Home: Jesus and Buddha As Brothers,"A respected Buddhist teacher, a Vietnamese monk, explores the nature
of modern humankind&#39;s spiritual displacement, offers a joyful
discussion of the roots of Christianity and Buddhism, and builds an
affirmative and revitalizing dialogue ..."
Ellery Queen's Windows of Mystery ([Ellery Queen's anthology]),"Twenty tales by such writers as Lord Dunsany, Ambler, Macdonald,
Highsmith, Hoch, Gilbert, Hunter, Fish, and Canning provide intriguing
glimpses into the unknown, the strange, and the fascinating"
Rumpole a La Carte,9
Invisible Monsters,"When a freeway &quot;accident&quot; leaves a beautiful fashion model
disfigured and incapable of speech, she seeks to reinvent herself and
her world, along with her new friend, Brandy Alexander, a transvestite
who is one operation away from becoming ..."
Das virtuelle Unternehmen. Der Kunde als Co- Produzent.,9
The Strange Career of Jim Crow,"Presents a discussion of the development of the Southern social
movement called &quot;Jim Crowism&quot; and segregation in post-
Reconstruction United States."
Mind War,9
A Bright Star Falls,"Beany Malone&#39;s life is complicated by her brother&#39;s new girl
friend."
"El Ordenador Invisible: Por Que Los Buenos Productos Pueden Fracasar, Los Ordenadores Personales Son Tan Complicados Y Las Aplicaciones Informaticas Son LA Solucion",9
"Try again, Sally Jane (A Quality time book)",9
Heart to Heart (Secret Sisters),"After a lonely time in the fifth grade, Tess Thomas dreads the
beginning of the next school year."
Encyclopedia of Ghosts,"Describes ghosts from parapsychology and psychical research to
folklore and legends to provide a broad picture of these creatures."
"Hide-And-Seek, Djali (Disney Little Super Shape Books)",9
Death Qualified: A Mystery of Chaos (Barbara Holloway Novels (Paperback)),"A former defender of accused murderers in Oregon, Barbara Holloway is
asked by her father to discover whether his neighbor is a murderer and
unlocks weird, supernatural coincidences"
The other road,"Over two thousand years of sacred history are covered in the fifty
chapters of the scriptures that comprise the book of Genesis."
The Boy from Sula,"Magnus Macduff, an art student, is determined to stop Ebeneezer
Smith&#39;s plot to buy Sula, the island where Magnus lives, and turn
it into a busy holiday resort."
Song of Heyoehkah,"As sole survivor of a village massacre, Little Wolf must journey
through many outward adventures and strange travels while pursuing an
inner spiritual search for the vanishing identity of Indian culture"
L'Ange sauvage,9
Learning XML,9
The Thief of Always: A Fable,9
The Thing Upstairs,"Aspiring writer Wesley Shakespeare has a vivid imagination, but when
he agrees to write and perform in a play to raise money for the
restoration of the Wonderland Oddity Museum, even he gets some
surprises."
"Come Sing, Jimmy Jo",9
Vancouver's Best Bargains,9
Missy & Jiggs,9
Who I Am: Diary of a Teenage Girl (Book 3),"Seventeen-almost eighteen-year-old Caitlin O&#39;Conner finds herself
trying to make it through her senior year, struggling with difficult
decisions and discovering the constant, unwaivering love of God."
Voice in the Night,9
Sam's Sandwich,"While supposedly helping his sister Samantha make a delicious
sandwich, mischievous Sam sneaks some rather unpleasant ingredients
into it. Features flaps and unfolding illustrations."
Sams Teach Yourself COBOL in 21 Days (3rd Edition),"An introduction to COBOL provides an understanding of the COBOL
language and programming methods, enabling readers to create
Y2K-compliant COBOL applications."
Letters from the Enemy,"The world is at war and there&#39;s a similar tension in the heart of
Lilly Clark. Lilly lives for her letters from Reggie, but then a
stranger enters her life."
"Last Chance (Sweet Valley High, No 36)","Plagued by a lack of self-confidence, dropout Johanna Porter finds it
difficult to return to classes at Sweet Valley High."
"Pluto, Animal Lover: A Novel","Pluto Hellbender Gerome, a dog walker for the ASPCA, artist, neatness
fanatic, and sociopath, becomes obsessed with a pretty fellow animal
lover with a mysterious night job"
Sugar Busters for Kids (Sugar Busters!),"An authorative guide for stopping childhood obesity provides an
innovative program that reveals how to remove sugar from a child&#39;s
daily menu with simple recipes and meal plans without depriving
children of their favorite dishes. 75,000 ..."
Rebellion,"About the ancestors of the MacGregors featured in other romances by
the author."
PrÃ?Â©sentation de la philosophie,9
Der wilde Tanz der SeidenrÃ?Â¶cke.,"Robert Merle starb im März 2004 in seinem Haus in
Montfort-l&#39;Amaury in der Nähe von Paris."
Casa Rossa : A Novel,"As Alina packs up the family belongings at their home in preparation
for its sale, she uncovers clues to her family&#39;s past, revealing
the lives of three extraordinary Strada women--her mother, her
grandmother, and her sister."
A Family Treasury of Prayers,"Prayers from a variety of sources, arranged in sections: Praising God,
Asking for Forgiveness, Work and Study, Family and Friends, The Needs
of the World, In Time of trouble, and Prayers for Every Day."
Bono in His Own Words,9
"The Maze in the Mirror (G.O.D. Inc, No 3)",9
Into The Garden: A Wedding Anthology : Poetry and Prose on Love and Marriage,"For brides and grooms who want to give their weddings new depth and
meaning, two acclaimed poet-translators have gathered a stunning
collection of poems and prose that will add a unique and personal
dimension to the ceremony."
"The Case of the Night-Stalking Bone Monster (Hank the Cowdog, 27)","When his juicy T-bones disappear before he has a chance to enjoy them,
Hank the Cowdog is convinced that a Bone Monster is loose on the ranch
and determines to put a stop to its devious activities."
Never a Bride,"To find the man responsible for her best friend&#39;s death, Mirabella
Whittingham risks her reputation kissing bachelors all over Regency
London to find a man bearing an unusual scar on the back of his neck,
only to come face to face with her ..."
One of the Third Grade Thonkers,"Ashamed of his wimpy younger cousin, eight-year-old Jimmy is
determined to keep him out of his special club for rough, tough, and
terrible boys, until an accident involving Jimmy&#39;s father
demonstrates for him the true meaning of courage."
A Young Person's Guide to the Ballet,9
Trail of Ashes,9
Sweet Death Kind Death (Kate Fansler Novels (Paperback)),9
The Godmothers,9
Man from the Kimberleys,"Man From Kimberleys by Margaret Pargeter released on Mar 25, 1983 is
available now for purchase."
Blue Mars,"On the brink of completing the terraforming effort on Mars, colonists
find their work complicated by a crisis on Earth, new colonization
projects on Jupiter and Saturn, and the onset of a Martian ice age"
"Overnight Bite (Fangs , No 2)",9
"All Shadows Fled (Forgotten Realms:  The Shadow of the Avatar, Book 3)","Although the Shadowmasters are finally on the run, the evil ones have
no plans to relinquish their dreams of conquest, even if it means
total anhilation, and it is up to Elminster, Khelben, and Alustriel to
end the reign of terror forever."
CONCISE ENGLISH DICTIONAR,9
Dancing Girls and Other Stories,9
The Career Guide for Creative and Unconventional People,"The revised third edition of the popular guide for offbeat individuals
seeking work that suits their unique skills, talents, and passions.
Updated throughout, including new inspiration and tips for keeping a
creative job notebook."
Fetal Heart Rate Monitoring,9
Christmas (Razzle Dazzle),9
Physics for Scientists and Engineers (Saunders Golden Sunburst Series),9
"The Second Time (Silhouette Romance, #177)",9
Danny's Girl (Loveswept No 454),9
Buddhism in America,9
Five Creepy Creatures (Hello Reader Level 4),A collection of five easy-to-read stories about creepy creatures.
Annie In The Morning  (Wanted: Spouse) (Here Come the Grooms),9
Mordecai of Monterey,9
Great Political Thinkers: Plato to the Present,9
Uncluttered: Storage Room by Room,"This book shows readers how to make sense of their lives by making
sense of their homes."
She: Understanding feminine psychology : an interpretation based on the myth of Amor and Psyche and using Jungian psychological concepts (Perennial library),"A revised edition of a landmark work of psychology; the author uses
the ancient myth of Amor and Psyche as the springboard for a
brilliant, perceptive exploration of how one becomes a mature and
complete woman."
Greetings from the Golden State : A Novel,"Spanning three decades, a compelling novel by the award-winning author
of American Appetite follows Andrew Kelbow, who believes that he is a
part of an average American family until his father leaves his mother
under a cherry tree in the ..."
Lauras ansikte: Roman,9
A Traveler's Guide to Caribbean History,9
Comfort from a Country Quilt,"The country music superstar shares the secrets of her success and
offers inspiration and down-home wisdom on a host of common issues and
problems. Reprint."
Natural Blonde: A Memoir,9
Three By Flannery Oconnor,9
Scooby-Doo! and You: The Case of the Bigfoot Beast,9
The Middle of Nowhere: A Lenny Bliss Mystery (Lenny Bliss Mysteries),"Dead bodies begin to create problems for Detective Lenny Bliss as the
murder of a young man in a posh East Side townhouse takes priority
over the case of a floater found on the banks of Manhattan&#39;s East
River."
The Last Landscape,"&quot;For years we wasted land with impunity,&quot; William H. Whyte
writes in this classic work at last returned to print, &quot;now we no
longer can.&quot;"
Father! Father! Burning Bright: A Story,9
Stuck on You (Avon Romance),9
Conflict Iraq: Weapons and Tactics of the U.S. and Iraqi Forces,"Highly detailed, well illustrated, and cogently written, this book is
an essential reference work.From the Bowling Green Kentucky Daily
News:&quot;For those who are truly interested in understanding the
weapons and the tactics of the modern ..."
In Exile from the Land of Snows: The Definitive Account of the Dalai Lama and Tibet Since the Chinese Conquest,"Traces the modern history of Tibet, looks at Tibetan religion and
culture, and discusses the impact of China&#39;s occupation and
conquest of Tibet"
"The Wizard's Castle (Circle of Magic, Book 5)","When they vow to guard a shipment of gold, Randal and his friends, Lys
and Walter, encounter lethal enemies who could keep them trapped
forever in the castle of a powerful warlord. Original."
"Risking It All: My Student, My Lover, My Story","This frank, moving story offers an intimate look at why a teacher
would risk everything and what it means to live as a convicted
criminal for engaging in a consensual, if unconventional,
relationship."
Becoming a Doctor: A Journey of Initiation in Medical School,"Melvin Konner-well-known scholar, tenured professor, respected writer,
husband, and father-entered medical school at the age of thirty-three."
Everything I Know I Learned in My Garden: Life's Lessons in My Own Backyard,"A gift book that pairs paintings of lush garden settings with
inspiring quotes, reflections, Scriptures, and gardening ideas will
delight anyone with a green thumb or who enjoys the solace, peace, and
joy of a garden"
English legal system in a nutshell (Nutshells),9
Shakespeare Games,"Anagrams, fill-ins, word mazes, match games, double crostics, and
other puzzles and games make use of quotations, characters, and titles
from Shakespeare"
Orion Shall Rise,9
Deadlock,The countdown to deadlock has begun.
"BAD RAP (HARDY BOYS CASE FILE 73) : BAD RAP (The Hardy Boys Casefiles, No 73)","When a two-bit hustler turns up dead and rap star Randy Rand is
arrested for the crime, the Hardy boys step in to find the real killer
before he can strike again. Original."
Mesozoic Murder,"Ansel Phoenix makes her living drawing dinosaurs for magazines, books,
and museum displays."
Der VerkÃ?Â¤ufer.,9
Just People,9
The Movie Mom's Guide to Family Movies,"A parent&#39;s guide to movies on video appropriate for children aged
two to eighteen reviews more than five hundred movies for families,
including plot descriptions, the issues they explore, and warnings
about violence, stereotypes, sex, and ..."
Silent Night,9
Unsettling America: An Anthology of Contemporary Multicultural Poetry,"Unsettling America includes work by: Amiri Baraka Chitra Banerjee
Divakaruni Rita Dove Louise Erdich Jessica Hagedorn Joy Harjo Garrett
Hongo Li-Young Lee Pat Mora Naomi Shihab Nye Marye Percy Ishmael Reed
Alberto Rios Ntozake Shange Gary ..."
To Be Free: Stories from Asia's Struggle Against Oppression,"In particular, this book refutes the idea that &quot;Asian
values&quot; limit human rights. Rather, these stories show that the
fight against oppression is universal."
"A Famine of Horses :  A Sir Robert Carey Mystery (Missing Mystery, #14)",9
Littlejohn,9
Out of the Common Way (Regency Romance),"Certain that she will never find a mate, red-haired Cecilia escapes to
London and takes a position in the employ of the dowager duchess of
Kelthorpe, an elderly woman with a shockingly handsome grandson.
Original."
Courage to Change Personal Conversations,"In this powerful, inspiring volume, former &quot;Late Night
America&quot; host and recovering alcoholic Dennis Wholey tells his
story."
Heartsong,9
"When I Say No, I Feel Guilty","Sarah Deane, a new teaching fellow at Bowmouth College, is determined
to solve the mystery when the body of a student is found frozen in an
ice sculpture."
Colour Blind,9
"Lions At Lunchtime (Magic Tree House 11, paper)","The magic tree house takes Jack and Annie to Africa where they meet up
with wonderful wild animals, a very hungry warrior, and where they
even solve a riddle."
"No Way To Treat A Lady (Silhouette Romance, No 663)",9
Running to the Mountain: A Journey of Faith and Change,"The author offers an introspective look at one man&#39;s search for
meaning and change as he approaches fifty, explaining how he found a
way to redefine himself Armed with the writings of Trappist monk
Thomas Merton, his two faithful yellow ..."
Tough Cookie,"A new stint hosting a cooking show for PBS turns sour for caterer
Goldy Shulz when the taping session at one of Colorado&#39;s most
exclusive skiing resorts is plagued by accidents and death."
WOODLANDERS,"&quot;The story of the disastrous impact of outside life on a secluded
community in Dorset, as two rivals, Giles Winterbourne and Dr Edred
Fitzpiers, compete for the hand of Grace Melbury&quot;--Provided by
publisher."
Medicine Women: A Pictorial History of Women Healers,"This glorious book celebrates the history of women healers from
earliest times to the present. It includes profiles of women healers
from all traditions."
The Ten Secrets of Abundant Love: A Modern Parable of Wisdom of Happiness That Will Change Your Life,"A motivational speaker lists his ten lessons for creating love, told
in the form of a parable, as he gives advice on overcoming fear of
rejection, finding the right mate, and other issues. Reprint."
The Kitten Book,9
All I Need Is You,9
Pialat,9
Never Trust a Calm Dog: And Other Rules of Thumb,"Offers thousands of pieces of wisdom and advice, providing solutions
to such dilemmas as when to stop pouring milk on Cheerios and how to
estimate the number of people it takes to capture a python"
Myself and Marco Polo,9
Never Done: A History of American Housework,"Never Done begins by describing the household chores of nineteenth-
century America: cooking at fireplaces and on cast-iron stoves,
laundry done with boilers and flatirons, endless water-hauling and
fire-tending, and so on."
Five Finger Discount (Five-Finger Discount),9
I Wish,9
The Vampire Virus,"And he himself is slave to a centuries-old hunger. &quot;God has
forsaken this place. . . . This is a province for the damned&quot;."
Divine Invasion,"The Divine Invasion &quot;blends Judaism, Kabalah, Zoroastrianism, and
Christianity into a fascinating fable of human existence&quot; (West
Coast Revew of Books). From the Trade Paperback edition."
The House of Twilight,9
Texas! Lucky,9
Hit Men: From the Files of True Detective Magazine,9
The Net,9
The Snake That Went to School (Lucky Star),"After bringing a harmless snake home from camp, Hank finds that his
mother does not share his fondness for reptiles."
CRIMSON INTRIGUE,9
Vintage Contemporaries Reader,9
"Little, Big",9
The Unsung Hero,"Struggling to regain his memory after a near-fatal head injury, Navy
SEAL Tom Paoletti must simultaneously try to stop an international
terrorist with the help of Dr. Kelly Ashton, his childhood girlfriend
who is now all grown up."
Nail on the Head,9
Sizzle,9
Skydiving on Christopher Street,9
Batman Forever: The Novelization,"Two deadly criminals, Two-Face, a twisted former DA, and the Riddler,
an evil computer genius, devise a sinister revenge plot against Gotham
City, its protector, Batman, and his new partner, Robin. Original.
Movie tie-in."
Betty Crocker's Slow Cooker Cookbook,9
"Perfect Preserves: Easy Recipes for Delicious Jams, Jellies, Pickles, and Relishes",9
Rising Phoenix,9
Physical Evidence,9
The Agony and the Ecstasy: A Biographical Novel of Michelangelo,"A novel of Michelangelo who was the creator of David, painter of the
Sistine ceiling, and architect of the dome of St. Peter&#39;s."
The Great War: American Front (Great War),"In an alternative history of America, a divided nation--the U.S. and
the Confederate States of America--enters World War I on opposing
sides But In How Few Remain, Harry Turtledove set the stage for his
stunning alternate history of World ..."
Surrender to the Sensations,9
Adventures of Sherlock Holmes (Wordsworth Collection),A collection of Sherlock Holmes mystery adventures.
The Kennedy Curse: Why Tragedy Has Haunted America's First Family for 150 Years,"Each of the seven profiles demonstrates the basic premise of this
book: The Kennedy Curse is the result of the destructive collision
between the Kennedy&#39;s fantasy of omnipotence-an unremitting desire
to get away with things that others ..."
Twilight at Mac's Place,"In the wake of former secret agent Steadfast Haynes&#39;s death, four
mourners--including a Frenchwoman, a former homicide cop, a foreign
legionnaire, and a spook--visit the gravesite and become victims in a
strange series of murders, as the ..."
"An Ancient Strife (Caledonia, 2)",Sequel to &quot;Legend of the Celtic Stone&quot;.
Cupid Conspiracy (Camerons Of Colorado) (Harlequin Temptation No 579),9
Unbelievably Good Deals and Great Adventures: That You Absolutely Can't Get Unless You're Over 50,9
Cherokee's Caress,9
Dreams : Hidden Meanings and Secrets,"From abacus to zoo, this concise dictionary of dreams is your guide to
understanding the knowledge that comes through to you in your dreams
from the innermost depths of your being."
The Dying Animal,"A prominent TV culture critic and lecturer, sixty-plus David Kepesh
finds his world thrown into erotic turmoil by Consuela Castillo, a
twenty-four-year-old beauty who ignites in him a sexual
possessiveness, unreasoning jealousy, and ..."
Warten auf die Barbaren.,9
Fine,9
Orchard On Fire: A Novel,"Growing up in a picturesque but provincial English village in the
fifties, eight-year-old April Harlency befriends an Irish girl who
suffers the town&#39;s bigotry and a lonely bachelor who presses his
affections on her"
